PressureSensor 1,PressureSensor 2,PressureSensor 3,PressureSensor 4,PressureSensor 5,PressureSensor 6,PressureSensor 7,PressureSensor 8,PressureSensor 9,PressureSensor 10,PressureSensor 11,PressureSensor 12,PressureSensor 13,PressureSensor 14,PressureSensor 15,PressureSensor 16,PressureSensor 17,PressureSensor 18,PressureSensor 19,PressureSensor 20,PressureSensor 21,PressureSensor 22,PressureSensor 23,PressureSensor 24,PressureSensor 25,PressureSensor 26,PressureSensor 27,PressureSensor 28,PressureSensor 29,PressureSensor 30,PressureSensor 31,PressureSensor 32,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,copX,copY,sumP
1881,1397,1545,1141,426,1713,1140,918,606,742,361,461,148,87,188,56,388,1251,1726,1495,277,1381,1763,2480,640,282,19,191,1275,108,121,39,-1023,1025,8278,3,-185,77,102.48123523584546,310.9019660138688,26246
1897,1377,1536,1271,561,1867,1262,1027,677,753,416,510,150,137,209,72,314,1199,1688,1266,151,1231,1658,2356,689,373,20,321,1354,153,170,49,-1023,1025,8278,3,-185,77,102.75039305233211,298.45444336303063,26714
1863,1349,1518,1426,674,1927,1325,1126,760,778,466,575,169,172,249,102,250,1157,1655,1019,135,1096,1568,2231,739,442,29,412,1359,181,194,67,-1067,1056,8191,-15,-159,11,102.87439381038759,288.54949468774294,27013
1830,1304,1492,1417,846,1990,1375,1181,817,807,520,612,180,197,295,107,192,1102,1626,968,111,988,1490,2163,797,539,46,515,1318,265,221,77,-1020,1029,8202,-110,-184,-22,102.62069154374178,281.06207097999123,27388
1809,1269,1460,1409,948,2022,1396,1225,863,823,569,672,187,194,368,118,142,1064,1581,863,86,894,1410,2088,835,614,70,617,1352,289,258,115,-1044,949,8283,-156,-144,-12,102.15760593987686,273.4534951104672,27610
1771,1234,1422,1429,1039,2110,1402,1283,919,841,634,704,190,235,442,149,107,1019,1528,736,61,729,1305,1969,877,684,105,717,1370,373,316,128,-1054,974,8315,-83,-50,-39,101.9018794020411,264.1998526663792,27828
1732,1204,1370,1414,1082,2218,1471,1358,950,862,700,747,185,282,509,163,80,970,1478,601,47,478,1112,1829,931,747,144,826,1395,462,380,167,-1025,1011,8308,11,-72,-8,101.96527927152793,253.6548540904854,27894
1681,1157,1309,1405,1156,2246,1565,1487,991,895,776,817,184,303,661,194,51,906,1424,453,32,310,824,1612,984,832,175,936,1385,582,420,178,-1025,1011,8308,11,-72,-8,102.100032222262,241.8933264115141,27931
1609,1096,1242,1387,1178,2249,1579,1696,1027,941,860,857,170,315,780,224,48,838,1359,304,30,190,625,1266,1035,923,222,1086,1444,696,473,207,-1029,970,8254,29,-122,-11,101.61124624409787,229.51767062526827,27956
1532,1022,1147,1365,1243,2260,1595,1835,1086,983,962,897,154,306,896,253,33,752,1296,142,37,87,450,1085,1090,1023,261,1230,1456,841,565,226,-1097,962,8298,42,-80,-20,100.74397011739595,218.6094806118819,28110
1450,947,1036,1322,1276,2209,1578,1982,1121,1039,1093,911,148,349,981,285,27,663,1205,69,34,34,276,828,1148,1121,301,1323,1474,942,630,254,-1090,952,8290,133,-46,-4,99.97553108069575,208.12877815796978,28056
1285,822,690,1227,1301,2082,1589,2256,1194,1156,1428,958,154,387,1138,342,28,486,1052,28,40,26,69,382,1227,1279,362,1443,1505,1102,720,291,-1092,965,8344,206,-87,43,98.43967699383222,191.20031017148563,28049
1246,777,598,1194,1270,2062,1570,2327,1221,1199,1531,976,158,378,1151,371,26,447,986,28,31,21,60,291,1250,1315,368,1473,1524,1137,749,298,-1037,1029,8274,289,-57,87,97.96677130524739,186.98250276459888,28033
1175,712,528,1145,1293,2013,1526,2400,1257,1260,1679,1003,185,392,1192,381,26,380,892,21,34,19,33,182,1293,1370,371,1508,1538,1210,821,322,-1037,1029,8274,289,-57,87,97.1185859877135,181.29446752601115,28161
1058,611,390,1072,1277,1975,1453,2482,1313,1351,1867,1030,189,393,1208,411,29,298,734,19,26,19,29,45,1348,1430,357,1558,1570,1236,894,337,-1080,993,8233,507,78,108,96.08538326966332,173.75161555214396,28009
932,493,316,993,1249,1964,1388,2509,1363,1446,2024,1082,190,383,1244,402,31,243,626,20,24,18,28,20,1425,1503,347,1608,1599,1280,964,358,-1072,1112,8127,630,261,77,94.94311057281277,168.54272941008836,28072
820,368,246,892,1231,1958,1325,2529,1408,1527,2169,1133,225,378,1263,403,31,183,517,20,26,18,25,20,1472,1575,318,1657,1642,1310,1024,372,-1108,1092,8232,611,453,-29,93.85362293038989,163.46912942852057,28085
710,304,174,793,1200,1952,1246,2541,1456,1578,2318,1189,216,369,1293,384,33,155,428,19,21,18,22,20,1521,1589,267,1700,1670,1326,1087,382,-1088,1128,8264,612,633,-143,93.03009184803975,159.42564597405382,27981
627,256,143,695,1166,1945,1170,2563,1493,1636,2416,1242,223,375,1320,390,32,131,363,19,20,18,19,19,1564,1592,223,1741,1716,1350,1152,391,-1088,1128,8264,612,633,-143,92.34600142806141,155.97695465905034,28010
569,226,90,595,1143,1918,1093,2565,1527,1666,2504,1296,230,388,1347,386,26,106,311,18,20,18,19,19,1591,1608,173,1785,1749,1365,1227,400,-1133,1155,8298,551,946,-228,91.58540639073557,152.7296447208521,27978
499,197,100,506,1089,1899,1010,2550,1556,1702,2550,1334,243,383,1364,405,26,84,273,18,21,18,19,19,1628,1600,136,1835,1797,1388,1290,402,-1204,1212,8328,401,1289,-267,90.84504849504313,150.16404208868687,27941
446,163,78,412,1002,1873,938,2552,1571,1723,2625,1385,271,390,1382,406,29,77,228,18,20,18,18,19,1667,1617,98,1902,1858,1408,1354,409,-1333,1238,8381,62,1639,-385,89.97063347283328,147.2861000822692,27957
401,163,82,312,862,1839,852,2534,1572,1735,2654,1424,308,414,1411,425,29,65,213,18,21,18,18,19,1700,1617,79,1936,1945,1434,1417,421,-1435,1216,8392,-109,1933,-437,89.11444985324647,144.73453718949102,27938
341,156,63,277,701,1768,750,2523,1603,1738,2681,1432,353,448,1454,445,27,57,187,18,20,18,18,19,1731,1623,55,1957,2058,1472,1456,426,-1435,1216,8392,-109,1933,-437,88.17490582959641,141.72868161434977,27875
217,140,64,221,548,1642,734,2503,1635,1740,2698,1456,383,496,1460,463,32,59,155,18,20,18,18,19,1783,1625,41,1991,2188,1512,1494,434,-1558,1147,8472,-178,2225,-545,87.08109468838782,138.63395907505304,27807
208,122,64,188,407,1615,710,2476,1629,1763,2694,1462,447,529,1437,471,35,45,134,18,20,18,18,19,1809,1641,32,2020,2245,1538,1535,440,-1684,1093,8498,-42,2459,-503,86.46629961495556,136.86186980459894,27789
201,114,55,156,342,1521,691,2444,1639,1768,2637,1483,580,583,1446,516,30,54,95,18,20,18,18,19,1801,1605,24,2043,2255,1585,1572,453,-1766,1112,8719,71,2800,-444,86.01428777081983,134.58808392715756,27786
179,107,71,120,279,1455,664,2370,1650,1794,2571,1505,660,641,1455,579,18,42,94,18,20,19,18,19,1838,1611,24,2065,2264,1600,1603,477,-1902,1076,8475,173,3325,-407,85.49367588932806,132.76448077614086,27830
144,100,60,98,225,1362,641,2306,1652,1772,2515,1509,723,687,1455,602,18,33,58,18,20,18,18,19,1847,1641,25,2063,2280,1621,1632,508,-2132,1017,8459,157,3929,-332,84.7805204192266,130.5904228406216,27670
102,83,33,73,160,1272,615,2252,1681,1751,2387,1518,798,776,1457,661,18,23,38,18,20,18,18,19,1879,1657,25,2089,2309,1664,1672,538,-2132,1017,8459,157,3929,-332,84.05811975094122,127.77231754995655,27624
72,59,55,51,111,1191,587,2148,1683,1731,2186,1508,880,849,1471,750,18,22,36,18,19,18,18,19,1899,1657,26,2111,2310,1688,1704,562,-2356,1210,8668,76,4508,-302,83.42644862876497,125.64333321193138,27457
49,52,39,46,92,1087,553,2025,1684,1714,2060,1517,944,924,1449,840,18,20,24,18,19,18,18,19,1916,1675,28,2126,2360,1688,1738,593,-2548,1383,8733,-208,5280,-377,82.61706211384492,123.35639600775052,27353
42,36,58,45,87,991,522,1887,1693,1604,1902,1474,965,990,1447,967,18,19,24,18,19,18,18,19,1916,1757,27,2172,2370,1714,1794,612,-2790,1327,8749,-799,6261,-653,81.54064279155189,121.64330578512397,27225
33,29,60,37,72,894,478,1692,1687,1412,1703,1424,991,1057,1448,1114,18,20,25,18,19,18,18,19,1907,1921,28,2227,2397,1732,1814,648,-3127,1489,8894,-1339,7291,-1061,80.00274480712166,119.39362017804154,26960
26,30,80,36,56,843,445,1404,1708,1238,1625,1343,1014,1102,1430,1289,19,20,25,18,19,18,18,19,1851,2009,27,2291,2446,1722,1864,712,-3400,1439,8591,-1994,8207,-1647,78.39839982054062,117.39602572251094,26747
29,24,40,30,61,789,396,1172,1719,1080,1670,1268,997,1160,1417,1435,19,20,25,18,19,18,18,19,1796,2137,28,2355,2479,1699,1923,750,-3400,1439,8591,-1994,8207,-1647,76.75296880871852,115.42264186396092,26610
28,21,28,33,52,765,382,1034,1613,965,1748,1098,1008,1228,1366,1536,19,20,24,19,19,18,18,19,1824,2295,36,2471,2502,1668,1968,812,-3897,972,8800,-2568,9335,-2024,75.0625821226114,114.47043585989414,26637
25,21,34,34,48,740,343,939,1477,885,1864,975,962,1269,1335,1637,19,20,24,19,19,18,18,19,1878,2349,98,2510,2561,1601,2015,856,-4299,1142,8716,-3282,10871,-2493,73.78877949797084,113.92811513602886,26612
22,20,36,45,43,742,316,824,1379,818,1848,899,913,1298,1229,1676,20,20,23,19,19,19,18,19,1867,2418,425,2431,2626,1520,2102,897,-4761,1213,9080,-3875,12269,-2976,72.41288463711348,114.29729577040413,26551
24,20,23,43,41,808,329,756,1346,824,1912,949,832,1287,1050,1730,20,20,22,20,19,19,19,19,1876,2385,586,2215,2716,1350,2200,941,-6169,2175,9354,-3716,13867,-3557,72.44193401765085,114.62363168061816,26401
29,20,22,49,47,951,321,698,1330,895,1919,1020,668,1207,891,1743,20,20,22,21,19,20,19,19,1819,2314,681,1930,2848,1166,2166,988,-6169,2175,9354,-3716,13867,-3557,73.23748164747701,115.44571516884321,25882
28,20,23,51,31,1158,325,626,1324,969,1804,1065,444,1122,834,1654,21,20,23,22,19,20,20,20,1712,2055,617,1587,3032,855,2065,1102,-8853,3487,11993,-2598,15443,-4315,74.9406518566564,115.31005756445597,24668
42,22,25,51,20,1115,154,560,1227,973,1278,1030,243,892,644,1464,21,22,26,24,20,22,22,20,1627,1712,243,1074,3040,723,2018,1221,-8878,3332,12916,-1787,16456,-5677,75.60683661645423,111.65019698725376,21575
46,24,30,83,20,906,151,427,928,618,500,720,188,571,357,1199,23,25,30,27,20,24,23,22,1573,1271,63,830,2837,676,1761,1066,-8703,3710,14708,-538,16779,-7017,73.5101531780034,108.40539350900875,17039
49,29,31,65,21,644,162,311,640,307,31,473,143,411,140,629,25,29,31,28,22,27,25,27,1126,439,46,454,2486,334,1437,455,-7020,2985,16312,-949,15896,-8427,72.93292407691614,107.71179019590141,11077
65,31,31,89,25,441,170,223,305,102,31,315,26,321,56,166,28,31,32,29,26,29,27,30,532,51,31,267,1356,78,939,30,754,2550,10432,-3045,14468,-9763,77.51141552511416,124.19719262641637,5913
54,32,31,85,30,369,195,163,97,63,31,159,30,263,30,141,31,32,31,30,30,31,30,31,91,31,31,279,458,30,327,30,754,2550,10432,-3045,14468,-9763,90.7604672330097,154.00424757281553,3296
98,32,32,106,30,269,199,153,64,56,32,164,31,201,30,126,31,31,32,30,31,30,30,31,39,31,32,261,434,30,313,30,-3562,10780,20989,-5973,14703,-8482,90.00427772293517,160.03060217176701,3039
66,32,31,90,30,197,211,180,36,65,31,213,31,157,30,67,29,31,31,30,30,31,29,31,33,31,31,242,389,31,304,33,3343,9984,16228,-1695,6108,-1752,89.88565822333214,162.09543346414557,2803
47,31,31,101,30,129,224,132,53,61,32,181,30,113,30,60,30,32,31,29,30,31,29,30,31,32,31,247,320,30,292,30,1217,4183,9155,-2939,-1929,3836,87.38011811023622,167.06358267716536,2540
101,31,32,88,30,138,201,125,39,99,32,208,31,185,31,68,30,32,31,29,31,31,30,30,56,31,30,177,306,30,290,31,1403,4452,5920,-4409,-3805,5304,91.54365983295368,167.61408504176157,2634
65,32,32,140,31,168,199,141,42,79,32,218,31,157,30,71,31,32,31,29,30,32,30,31,74,32,32,246,267,30,255,30,1403,4452,5920,-4409,-3805,5304,92.10597014925374,170.62294776119404,2680
96,32,31,148,30,202,237,204,41,77,31,153,31,159,30,77,30,31,31,31,31,30,30,30,50,31,32,260,272,31,223,31,1586,4438,6173,-1737,-3741,4797,94.92662549945514,174.97475481293134,2753
78,31,32,175,30,161,246,132,64,99,31,182,31,90,30,52,31,32,32,29,31,30,30,31,77,31,32,235,219,31,222,31,1928,3071,8451,1162,-5060,4150,94.00753477588871,181.51989953632147,2588
98,32,31,182,31,208,213,149,49,104,32,178,30,108,30,54,30,32,31,29,31,30,30,30,33,31,32,236,141,30,185,31,1743,2611,10561,1622,-9208,4320,98.8237655560016,188.12444801284624,2491
113,31,32,166,31,202,229,193,68,89,32,179,30,97,30,44,31,31,31,30,31,30,30,30,31,32,31,252,183,31,125,31,140,2347,9370,461,-13890,4724,99.95011876484561,188.6817102137767,2526
76,31,31,139,32,206,233,176,65,111,31,182,30,115,30,31,32,31,31,30,31,30,30,31,35,31,32,254,162,30,136,31,-1469,3242,8802,560,-16509,4629,99.3669224555735,186.73364297253636,2476
51,33,32,140,30,185,254,187,81,106,31,215,31,128,29,30,30,31,31,29,30,30,30,31,46,31,32,270,155,30,196,31,-1469,3242,8802,560,-16509,4629,97.71802773497689,181.02195685670262,2596
54,31,32,133,31,178,263,161,61,89,32,194,31,140,30,31,31,31,31,30,31,30,30,31,31,32,31,285,195,31,196,31,-2357,2983,9618,2027,-17892,4334,95.47059968847353,179.63726635514018,2568
55,31,31,146,31,178,251,161,55,100,31,195,30,103,30,31,32,35,32,29,31,31,30,31,32,31,31,256,150,30,172,31,-4355,2667,10274,3322,-19555,4360,97.66966844044208,186.3268522308637,2443
80,31,32,154,31,157,235,143,51,125,31,191,30,107,30,30,30,33,31,30,30,31,30,31,34,32,31,252,152,30,183,31,-4355,2667,10274,3322,-19555,4360,96.83830134748877,186.7027358105349,2449
70,31,31,154,32,171,243,134,47,125,31,196,31,88,30,31,32,31,31,29,31,31,30,31,32,31,32,253,143,31,170,31,-5198,2950,10387,3941,-18797,4103,97.35708367854184,188.37199668599834,2414
71,31,31,148,30,143,258,172,47,96,31,190,31,103,29,30,32,31,33,30,30,29,32,30,34,30,35,255,122,31,144,32,-5198,2950,10387,3941,-18797,4103,98.80198228595529,190.0409110080135,2371
89,30,32,151,30,165,211,173,49,78,31,184,31,115,31,30,31,32,33,31,31,29,29,33,30,32,31,256,107,31,175,31,-5732,3729,12316,4508,-17662,4251,98.3201939291737,189.7181703204047,2372
111,32,32,152,31,170,241,165,44,98,31,146,31,106,31,30,31,31,31,29,31,30,30,30,32,31,32,284,125,31,161,31,-6458,4570,14109,4495,-16986,5213,97.45890128046261,191.49834779016936,2421
77,32,31,121,31,143,219,199,38,111,32,171,32,72,33,30,30,32,32,30,31,31,30,30,36,32,32,264,113,30,143,31,-8126,5583,15330,4011,-16342,7010,97.75163114397564,190.60569812962157,2299
102,32,31,171,31,190,211,172,42,109,32,159,32,99,33,31,30,32,32,30,31,31,31,31,37,31,31,233,94,30,141,31,-10693,6650,15809,4187,-15417,9155,100.87292817679558,195.40756481087973,2353
94,31,31,166,31,171,236,168,32,91,31,143,31,96,35,31,31,31,31,30,32,31,30,31,34,31,31,238,105,31,128,31,-13841,5388,15255,5838,-13990,10910,100.11704446381866,196.2059721011334,2294
85,31,31,161,31,180,230,161,44,115,31,127,31,82,35,30,31,31,31,29,31,30,30,31,39,31,31,258,113,30,122,31,-13841,5388,15255,5838,-13990,10910,98.869140625,195.07964409722223,2304
65,31,31,146,31,184,198,168,37,121,31,140,31,72,30,30,31,31,31,30,31,30,30,30,39,31,32,276,95,31,87,31,-16942,2557,13939,8067,-12096,11212,99.18987341772151,195.59810126582278,2212
87,31,31,136,31,186,194,174,36,108,31,162,32,77,30,30,31,32,31,30,32,31,30,30,45,32,32,195,93,30,118,30,-19761,-45,11752,9584,-9620,9955,101.60555050045495,196.6906278434941,2198
74,32,31,156,31,173,229,177,39,124,31,180,32,70,30,30,30,40,32,30,32,31,31,31,37,37,32,237,81,30,87,31,-20986,-4447,9389,7812,-8023,8142,102.15432098765432,198.77557319223985,2268
85,31,31,101,31,249,174,164,54,102,31,169,31,56,30,31,31,32,31,30,31,31,30,31,74,31,32,245,93,30,109,30,-24240,-5568,6019,5279,-8289,4150,100.06015037593986,193.796771340115,2261
73,32,31,150,32,302,233,163,51,130,31,159,31,48,31,30,32,31,32,29,31,30,30,31,38,31,31,222,86,29,112,31,-24240,-5568,6019,5279,-8289,4150,104.08117297067574,198.41372715682107,2353
65,31,31,153,31,334,227,204,63,138,32,164,32,71,31,30,31,33,32,29,31,29,30,30,41,31,31,237,88,29,112,30,-27680,-9375,254,7720,-7235,-2495,105.13764611043933,194.6640467553406,2481
72,31,31,146,31,312,265,201,54,143,31,157,31,64,31,30,31,31,32,30,31,29,31,31,42,32,31,258,92,30,117,30,-25413,-12395,-649,5521,-3387,-8211,104.00279106858054,195.27113237639554,2508
78,32,34,136,31,224,294,165,43,88,31,163,32,60,30,31,31,31,32,29,31,30,30,31,31,31,32,186,71,30,70,31,-15151,-5197,4417,-2951,576,-10445,106.51637107776261,203.96521145975444,2199
75,31,107,236,32,358,577,170,35,126,26,176,32,48,30,30,33,171,1466,29,35,30,35,550,31,30,25,142,68,29,82,28,10991,12051,11446,-13862,4346,-10146,103.8101785347835,308.4200697722142,4873
151,653,587,233,31,336,665,92,33,71,23,163,31,55,28,24,29,493,1746,97,93,65,114,1968,30,27,23,161,64,29,63,24,-1318,6662,9593,-18223,3198,-5955,102.54584247744452,358.3468056571568,8202
223,747,953,203,31,352,708,72,56,69,22,139,31,45,28,21,865,698,1773,1103,151,296,205,2776,27,26,21,129,50,29,59,21,-1318,6662,9593,-18223,3198,-5955,104.02242434403554,388.452971749518,11929
147,1025,1348,108,28,344,800,45,36,88,20,77,26,26,36,20,2479,1030,1891,2334,1165,1681,539,3217,22,24,20,71,66,24,60,20,-2204,3676,2533,-8222,8572,1292,99.43250783865653,415.7414571929638,18817
466,1404,1443,93,26,407,947,42,34,78,19,70,25,24,27,19,2367,1268,1890,2646,1374,2253,1122,3331,21,21,19,53,216,22,56,19,-4327,-5487,23526,-4458,12972,1032,97.97777726814054,411.1389092743785,21802
1240,1695,1682,120,26,724,1004,84,34,58,19,104,34,28,28,19,1858,1435,1847,2683,1231,2203,1578,3307,20,20,19,33,559,20,47,19,-3290,5965,13714,-4894,9329,-1810,99.20039532340819,395.60211119522245,23778
1597,1723,1748,395,25,1180,885,206,34,60,19,127,24,28,21,19,1615,1548,1846,2504,1206,2041,1916,3217,20,20,19,46,788,20,39,19,-1776,48,14222,-3387,3811,-576,100.12352234021239,383.83275896613907,24955
1695,1652,1743,554,25,1301,939,362,47,244,19,169,25,39,21,22,1444,1512,1858,2300,1038,1977,2013,3080,20,19,19,43,993,19,54,19,-1321,1371,7952,-1117,582,26,100.67055214723926,372.64015436374433,25265
1796,1574,1750,691,25,1391,907,475,54,425,19,187,24,29,21,21,1330,1493,1857,2194,975,1927,2109,3009,20,19,18,54,1187,19,71,19,-1321,1371,7952,-1117,582,26,100.72489295445699,364.79571817827946,25690
1859,1521,1754,720,32,1413,850,547,126,483,19,213,33,34,20,19,1252,1501,1862,2165,991,1955,2150,2966,31,19,18,38,1292,19,151,19,-1057,1074,8199,-28,-386,15,100.3227216937711,360.13852025161094,26072
1802,1529,1769,737,68,1372,825,582,195,517,19,213,40,33,20,19,1224,1524,1857,2195,1052,2009,2213,2947,123,19,18,46,1282,20,218,19,-1021,1121,8311,-664,-132,-85,99.67767675243341,358.2260054327322,26506
1749,1527,1759,786,134,1353,826,609,304,526,55,262,37,45,20,19,1109,1532,1839,2149,1072,2038,2251,2926,258,19,18,68,1306,25,294,19,-1118,1051,8357,-755,-172,-87,99.01505532041286,352.92164179104475,26934
1745,1528,1747,838,218,1382,796,653,373,556,110,311,38,58,24,19,960,1524,1807,2084,1052,2009,2247,2889,366,19,19,77,1272,42,293,19,-1132,1027,8415,-377,-307,-59,99.09168975069252,348.06225300092336,27075
1788,1523,1729,900,262,1379,844,699,470,595,155,345,38,61,29,23,834,1482,1781,1992,989,1987,2203,2840,413,39,18,97,1292,52,308,19,-1132,1027,8415,-377,-307,-59,99.22316633561393,342.3874052821305,27186
1819,1505,1719,973,347,1437,884,739,491,621,193,368,36,59,53,26,753,1442,1762,1903,911,1932,2165,2797,452,84,19,126,1302,63,298,19,-1037,979,8288,-1,-282,-15,99.50287566854715,337.2750384643564,27298
1851,1487,1704,1027,422,1491,936,792,545,637,220,436,31,60,73,27,652,1415,1751,1759,825,1835,2117,2746,506,137,19,189,1312,89,280,21,-1076,1055,8255,118,-203,85,99.77201372663552,330.6771137558411,27392
1836,1467,1681,1068,487,1572,991,842,607,665,262,496,23,69,108,42,531,1368,1732,1604,640,1736,2045,2668,565,199,19,266,1300,107,251,24,-1006,1037,8245,96,-136,54,100.21099336291299,322.72419419896596,27271
1858,1435,1653,1139,606,1644,1013,910,682,703,308,512,23,93,145,58,422,1309,1711,1453,387,1583,1954,2566,626,269,19,345,1350,149,288,36,-1032,1084,8143,59,-82,9,100.47880656170868,311.9752834966421,27249
1859,1386,1615,1211,740,1748,1105,985,741,735,360,555,23,115,180,74,288,1246,1693,1245,257,1375,1778,2454,694,366,19,455,1390,205,337,42,-1035,1050,8208,8,-100,-22,100.69922275993548,299.96968030503007,27276
1835,1337,1566,1286,822,1923,1195,1058,801,769,425,578,23,140,230,92,199,1171,1662,1040,198,1087,1622,2347,764,467,25,563,1404,249,368,48,-1035,1050,8208,8,-100,-22,101.12698761632593,288.6038689821939,27294
1813,1298,1515,1337,908,2086,1277,1139,850,802,485,643,37,159,293,106,105,1100,1640,848,84,855,1446,2228,830,544,29,665,1471,331,402,59,-1038,987,8252,32,-124,-33,101.47683038159576,276.222439291583,27385
1772,1258,1455,1386,984,2172,1424,1229,905,848,558,695,45,198,407,127,70,1034,1605,626,54,673,1027,2091,870,603,38,790,1439,383,485,67,-1068,1049,8238,90,-104,-11,102.08703052932132,264.0590453181053,27318
1719,1205,1384,1402,1064,2272,1478,1333,953,903,631,761,73,203,492,164,54,971,1564,452,35,482,921,1902,919,671,60,893,1450,461,526,90,-1047,1049,8219,112,-102,-20,102.05411452270081,253.21738576833528,27488
1654,1153,1301,1440,1076,2322,1522,1481,1009,960,730,843,80,222,626,166,39,904,1519,251,40,344,735,1663,967,730,74,970,1503,550,520,124,-1043,1065,8263,97,-91,-50,102.1436877680064,241.82346100734065,27518
1590,1100,1202,1438,1091,2343,1532,1654,1049,1003,834,905,91,247,764,191,32,850,1491,155,39,222,561,1441,1007,789,82,1031,1500,646,577,147,-1043,1065,8263,97,-91,-50,102.14374728300247,231.73407839443558,27604
1534,1040,1056,1409,1141,2336,1558,1775,1083,1064,944,927,90,254,828,228,25,790,1489,93,42,143,435,1225,1061,862,103,1130,1566,773,631,175,-1051,1059,8204,89,-119,-13,101.35794678173319,222.40701186623517,27810
1476,964,859,1357,1136,2316,1511,1952,1118,1112,1090,956,102,253,916,248,23,723,1453,43,34,73,321,949,1096,949,141,1232,1628,882,733,206,-1045,1098,8265,74,-139,-24,100.30563334769496,211.70328881229355,27852
1385,874,703,1292,1160,2276,1479,2114,1167,1176,1243,988,102,258,998,292,24,650,1360,35,33,40,217,688,1147,1046,168,1320,1676,999,837,231,-1027,1094,8230,54,-114,-37,99.22212095217671,201.57157409393093,27978
1287,755,632,1198,1159,2217,1437,2230,1212,1257,1448,1012,105,259,1042,341,30,557,1140,26,37,27,120,428,1205,1154,214,1411,1702,1098,969,275,-1065,1074,8282,52,-66,-78,97.86093839336763,191.09426815323042,27984
1190,619,526,1129,1160,2153,1367,2379,1254,1354,1711,1017,106,271,1073,349,27,434,880,22,21,21,65,196,1272,1310,260,1521,1772,1179,1068,329,-996,1150,8161,103,-56,-111,96.22042090244338,180.14956304619227,28035
1060,474,376,1046,1165,2102,1297,2489,1322,1447,1885,1046,129,272,1120,384,28,305,750,18,22,18,33,32,1341,1424,287,1593,1811,1248,1180,368,-996,1150,8161,103,-56,-111,94.70281775434597,170.84983257338274,28072
914,379,239,954,1127,2066,1221,2501,1384,1538,2104,1074,144,269,1125,399,29,207,570,20,21,18,23,20,1419,1543,312,1664,1856,1308,1276,381,-1048,1116,8248,285,53,-193,92.98783134673546,163.96443693293008,28105
746,257,123,823,1116,2030,1156,2509,1457,1601,2280,1105,163,276,1172,410,32,121,448,18,22,19,19,20,1513,1596,306,1771,1882,1341,1335,380,-1129,1292,8179,523,349,-341,91.46785752486898,157.71674332370662,28047
550,207,66,649,1093,1989,1066,2517,1529,1648,2441,1185,183,294,1212,416,29,95,300,18,20,18,19,20,1616,1648,232,1869,1899,1390,1404,385,-1035,1161,8480,633,1022,-420,90.15210483093513,151.9605991359303,28007
288,164,54,392,1034,1930,944,2528,1638,1684,2520,1299,215,311,1259,411,32,63,242,18,20,18,18,20,1719,1658,185,1997,1996,1442,1498,394,-1217,1188,8448,151,2420,-631,88.44008788539173,146.05616090886357,27991
251,148,64,316,862,1856,778,2514,1644,1710,2641,1329,252,350,1340,439,31,61,154,18,20,18,18,19,1761,1655,95,2028,2143,1488,1586,412,-1217,1188,8448,151,2420,-631,87.31120317131531,141.97239384307704,28001
211,133,64,242,647,1751,615,2468,1663,1748,2724,1367,299,398,1419,469,30,37,85,18,20,18,18,19,1778,1641,44,2052,2285,1574,1658,450,-1432,1082,8665,117,3539,-630,86.049704777241,137.52231168366433,27945
194,136,57,185,419,1622,581,2426,1661,1759,2717,1415,430,478,1413,504,30,50,53,18,20,18,18,19,1819,1630,29,2074,2350,1613,1708,462,-1509,954,9273,-149,4302,-451,85.21497420094596,134.68992761932063,27908
154,116,57,123,318,1488,581,2353,1657,1797,2646,1448,563,558,1423,569,30,34,22,18,20,18,18,19,1840,1610,25,2093,2381,1654,1727,464,-1836,1282,8921,85,4754,-347,84.54320011500863,131.75999137435306,27824
113,92,44,91,278,1382,546,2246,1677,1825,2487,1471,640,636,1442,656,31,24,22,18,20,18,18,19,1856,1574,26,2116,2387,1708,1739,501,-1995,1193,8745,243,5575,-408,83.95307367433129,129.10457351189402,27703
78,81,47,59,222,1217,538,2167,1688,1840,2302,1494,710,740,1441,744,30,22,23,18,19,18,18,19,1888,1541,26,2117,2400,1732,1775,512,-2342,1238,8774,373,6466,-409,83.40761461890577,126.72427886361984,27526
69,62,53,52,192,1102,510,1987,1669,1811,2034,1505,783,858,1442,875,33,19,24,18,19,18,18,19,1914,1516,26,2110,2410,1744,1793,604,-2342,1238,8774,373,6466,-409,82.79037341053171,124.01168969181721,27289
50,40,55,54,162,1013,489,1803,1676,1753,1832,1497,849,978,1444,1012,28,20,25,18,19,18,18,19,1911,1490,27,2096,2411,1718,1798,667,-2649,1000,9176,168,7636,-718,82.2745090774361,121.44694331233791,26990
40,35,26,47,145,929,481,1556,1682,1618,1644,1520,886,1076,1447,1160,27,20,25,18,19,18,18,19,1911,1596,27,2075,2435,1694,1815,740,-2840,1947,9062,-98,8871,-1258,81.25442072600845,118.77913193016562,26749
39,24,26,42,135,870,487,1292,1655,1460,1612,1481,910,1165,1445,1380,20,20,25,18,19,18,18,19,1888,1657,28,2083,2428,1662,1793,799,-2959,1820,8941,-713,10224,-2097,80.31506900972924,116.69079493174448,26518
